US97717W1255;AuM Fund;AuM Fund Date;AuM Share Class;AuM Share Class Date;Bid NAV;Bid NAV Date;Ask NAV;Ask NAV Date;Valuation NAV;Valuation NAV Date;Transaction NAV;Transaction NAV Date;NoS Fund Date;NoS Share Class;NoS Share Class Date;NoS Fund;FE Bid;FE Bid Date;FE Offer;FE Offer Date;FE NAV;FE NAV Date;FE Generic NAV;FE Generic NAV Date;FE AUM Fund Date;FE AUM Share Class;FE AUM Share Class Date;FE NOS Fund;FE NOS Fund Date;FE NOS Share Class;FE NOS Share Class Date;Citi Code;Fund Code;Dynamic Currency;FE AUM Fund;FE Mid;FE Mid Date;FE Total Return NAV;FE Total Return NAV Date;Amount of Shares Redeemed Fund;Amount of Shares Redeemed Share Class;Amount of Shares Subscribed Fund;Amount of Shares Subscribed Share Class;Number of Shares Redeemed Fund;Number of Shares Redeemed Share Class;Number of Shares Subscribed Fund;Number of Shares Subscribed Share Class
LU0633475073;16816071546.00;22/05/2024;53861613.98;30/05/2024;;;;;159.354;30/05/2024;;;;337.999.558.000.000;30/05/2024;;;;;;159.354;30/05/2024;159.354;30/05/2024;22/05/2024;53861613.98;30/05/2024;;;337.999.558.000.000;30/05/2024;043A;03FZM;USD;16816071546.00;159.354;30/05/2024;159.354;30/05/2024;;;;;;;;
LU0633474936;16816071546.00;22/05/2024;154736485.40;30/05/2024;;;;;1.599.666;30/05/2024;;;;96.730.511.000.000;30/05/2024;;;;;;1.599.666;30/05/2024;1.599.666;30/05/2024;22/05/2024;154736485.40;30/05/2024;;;96.730.511.000.000;30/05/2024;043B;03FZM;HKD;16816071546.00;1.599.666;30/05/2024;1.599.666;30/05/2024;;;;;;;;
LU0633231443;490576142.50;31/05/2024;;;;;;;154.57;31/05/2024;;;;218.532.200.000.000;31/05/2024;;;;;;154.57;31/05/2024;154.57;31/05/2024;31/05/2024;;;;;218.532.200.000.000;31/05/2024;044I;04F1L;EUR;490576142.50;154.57;31/05/2024;1.678.709;31/05/2024;;;;;;;;
LU0633231013;126190878.42;31/05/2024;;;;;;;183.88;31/05/2024;;;;23.285.700.000.000;31/05/2024;;;;;;183.88;31/05/2024;183.88;31/05/2024;31/05/2024;;;;;23.285.700.000.000;31/05/2024;044J;F0F7W;EUR;126190878.42;183.88;31/05/2024;195.056;31/05/2024;;;;;;;;
LU0633230981;78954449.18;31/05/2024;;;;;;;102.74;31/05/2024;;;;6.907.500.000.000;31/05/2024;;;;;;102.74;31/05/2024;102.74;31/05/2024;31/05/2024;;;;;6.907.500.000.000;31/05/2024;044K;04F4K;EUR;78954449.18;102.74;31/05/2024;1.055.146;31/05/2024;;;;;;;;
LU0633142699;78954449.18;31/05/2024;;;;;;;106.63;31/05/2024;;;;11.785.500.000.000;31/05/2024;;;;;;106.63;31/05/2024;106.63;31/05/2024;31/05/2024;;;;;11.785.500.000.000;31/05/2024;044L;04F4K;EUR;78954449.18;106.63;31/05/2024;106.63;31/05/2024;;;;;;;;
LU0633142426;6367773830.91;30/05/2024;3534242826.27;30/05/2024;;;;;;;468.493;30/05/2024;;7.543.846.115.900.000;30/05/2024;;;;;;468.493;30/05/2024;468.493;30/05/2024;30/05/2024;3534242826.27;30/05/2024;;;7.543.846.115.900.000;30/05/2024;047A;04F7A;USD;6367773830.91;468.493;30/05/2024;468.493;30/05/2024;;;;;;;;
LU0633142269;579140000.00;30/04/2024;77881146.02;30/05/2024;;;;;3.796;31/05/2024;;;;2.051.605.191.900.000;30/05/2024;;;;;;3.796;31/05/2024;3.796;31/05/2024;30/04/2024;77881146.02;30/05/2024;;;2.051.605.191.900.000;30/05/2024;047J;XFF07;EUR;579140000.00;3.796;31/05/2024;63.485;31/05/2024;;;;;;;;
LU0633142186;579140000.00;30/04/2024;10240850.19;30/05/2024;;;;;3.762;31/05/2024;;;;272.209.336.300.000;30/05/2024;;;;;;3.762;31/05/2024;3.762;31/05/2024;30/04/2024;10240850.19;30/05/2024;;;272.209.336.300.000;30/05/2024;047K;XFF07;EUR;579140000.00;3.762;31/05/2024;58.874;31/05/2024;;;;;;;;
LU0633141964;1843535009.93;18/04/2024;2107444.95;30/05/2024;;;;;3.851;31/05/2024;;;;54.865.110.800.000;30/05/2024;;;;;;3.851;31/05/2024;3.851;31/05/2024;18/04/2024;2107444.95;30/05/2024;;;54.865.110.800.000;30/05/2024;047L;P2F08;EUR;1843535009.93;3.851;31/05/2024;51.875;31/05/2024;;;;;;;;
LU0633141881;241226347.92;30/05/2024;47632815.34;30/05/2024;;;;;;;120.4;30/05/2024;;39.561.784.324.000;30/05/2024;;;;;;120.4;30/05/2024;120.4;30/05/2024;30/05/2024;47632815.34;30/05/2024;;;39.561.784.324.000;30/05/2024;047Y;04F7Y;USD;241226347.92;120.4;30/05/2024;120.4;30/05/2024;;;;;;;;
LU0633141709;241226347.92;30/05/2024;403258.86;30/05/2024;;;;;;;121.65;30/05/2024;;331.492.258.000;30/05/2024;;;;;;121.65;30/05/2024;121.65;30/05/2024;30/05/2024;403258.86;30/05/2024;;;331.492.258.000;30/05/2024;047Z;04F7Y;USD;241226347.92;121.65;30/05/2024;121.65;30/05/2024;;;;;;;;
LU0633141618;241226347.92;30/05/2024;21659535.46;30/05/2024;;;;;;;108.24;30/05/2024;;20.010.657.300.000;30/05/2024;;;;;;108.24;30/05/2024;108.24;30/05/2024;30/05/2024;21659535.46;30/05/2024;;;20.010.657.300.000;30/05/2024;048A;04F7Y;EUR;241226347.92;108.24;30/05/2024;108.24;30/05/2024;;;;;;;;
LU0633141451;241226347.92;30/05/2024;1970460.10;30/05/2024;;;;;;;117.34;30/05/2024;;1.679.274.883.000;30/05/2024;;;;;;117.34;30/05/2024;117.34;30/05/2024;30/05/2024;1970460.10;30/05/2024;;;1.679.274.883.000;30/05/2024;048B;04F7Y;USD;241226347.92;117.34;30/05/2024;117.34;30/05/2024;;;;;;;;
LU0633141378;241226347.92;30/05/2024;31902605.83;30/05/2024;;;;;;;105.2;30/05/2024;;30.325.670.937.000;30/05/2024;;;;;;105.2;30/05/2024;105.2;30/05/2024;30/05/2024;31902605.83;30/05/2024;;;30.325.670.937.000;30/05/2024;048C;04F7Y;EUR;241226347.92;105.2;30/05/2024;105.2;30/05/2024;;;;;;;;
LU0633141295;241226347.92;30/05/2024;5784009.51;30/05/2024;;;;;;;114.06;30/05/2024;;5.071.219.513.000;30/05/2024;;;;;;114.06;30/05/2024;114.06;30/05/2024;30/05/2024;5784009.51;30/05/2024;;;5.071.219.513.000;30/05/2024;048D;04F7Y;USD;241226347.92;114.06;30/05/2024;114.06;30/05/2024;;;;;;;;
LU0633140644;25246679.68;30/04/2024;;;;;;;0.6378;30/05/2024;;;;;;;;;;;0.6378;30/05/2024;0.6378;30/05/2024;30/04/2024;;;;;;;04D1;G9F08;EUR;25246679.68;0.6378;30/05/2024;11.798;30/05/2024;;;;;;;;
LU0633140560;647575691.46;30/05/2024;9919.50;30/05/2024;;;;;;;106.188;30/05/2024;;93.414.300.000;30/05/2024;;;;;;106.188;30/05/2024;106.188;30/05/2024;30/05/2024;9919.50;30/05/2024;;;93.414.300.000;30/05/2024;04D3;IOFM0;USD;647575691.46;106.188;30/05/2024;106.188;30/05/2024;;;;;;;;
LU0633140487;15040539961.19;30/04/2024;;;;;;;11.7;31/05/2024;;;;;;;;;;;11.7;31/05/2024;11.7;31/05/2024;30/04/2024;;;;;;;04D4;4PGBA;CHF;15040539961.19;11.7;31/05/2024;11.7;31/05/2024;;;;;;;;
LU0633140214;761816744.30;30/04/2024;;;;;;;8.84;31/05/2024;;;;;;;;;;;8.84;31/05/2024;8.84;31/05/2024;30/04/2024;;;;;;;04D5;F4FR0;EUR;761816744.30;8.84;31/05/2024;129.237;31/05/2024;;;;;;;;
LU0633140131;191772454.10;31/05/2024;;;;;;;1.428;31/05/2024;;;;118.186.100.000.000;31/05/2024;;;;;;1.428;31/05/2024;1.428;31/05/2024;31/05/2024;;;;;118.186.100.000.000;31/05/2024;04D7;04FD7;GBP;191772454.10;1.428;31/05/2024;17.353;31/05/2024;;;;;;;;
LU0633139984;191772454.10;31/05/2024;;;;;;;1.171;31/05/2024;;;;126.760.900.000.000;31/05/2024;;;;;;1.171;31/05/2024;1.171;31/05/2024;31/05/2024;;;;;126.760.900.000.000;31/05/2024;04D8;04FD7;USD;191772454.10;1.171;31/05/2024;13.757;31/05/2024;;;;;;;;
LU0633139802;191772454.10;31/05/2024;;;;;;;1.575;31/05/2024;;;;1.064.302.400.000.000;31/05/2024;;;;;;1.575;31/05/2024;1.575;31/05/2024;31/05/2024;;;;;1.064.302.400.000.000;31/05/2024;04D9;04FD7;EUR;191772454.10;1.575;31/05/2024;18.349;31/05/2024;;;;;;;;
LU0633139711;191772454.10;31/05/2024;;;;;;;1.373;31/05/2024;;;;15.015.100.000.000;31/05/2024;;;;;;1.373;31/05/2024;1.373;31/05/2024;31/05/2024;;;;;15.015.100.000.000;31/05/2024;04DA;04FD7;GBP;191772454.10;1.373;31/05/2024;16.143;31/05/2024;;;;;;;;
LU0633139554;191772454.10;31/05/2024;;;;;;;1.556;31/05/2024;;;;12.658.200.000.000;31/05/2024;;;;;;1.556;31/05/2024;1.556;31/05/2024;31/05/2024;;;;;12.658.200.000.000;31/05/2024;04DC;04FD7;EUR;191772454.10;1.556;31/05/2024;1.715;31/05/2024;;;;;;;;
LU0633139471;608269401.47;30/05/2024;263611995.34;30/05/2024;;;;;321.708;30/05/2024;;;;819.414.940.300.000;30/05/2024;;;;;;321.708;30/05/2024;321.708;30/05/2024;30/05/2024;263611995.34;30/05/2024;;;819.414.940.300.000;30/05/2024;04DD;04FDD;USD;608269401.47;321.708;30/05/2024;321.708;30/05/2024;;;;;;;;
LU0633139398;15221861.21;30/05/2024;15221861.21;30/05/2024;;;;;99.887;30/05/2024;;;;15.239.000.000.000;30/05/2024;;;;;;99.887;30/05/2024;99.887;30/05/2024;30/05/2024;15221861.21;30/05/2024;;;15.239.000.000.000;30/05/2024;04DJ;04FDI;CHF;15221861.21;99.887;30/05/2024;1.129.258;30/05/2024;;;;;;;;
LU0633139125;7482743938.04;31/05/2024;409655973.98;31/05/2024;;;;;;;328.41;31/05/2024;;124.739.100.000.000;31/05/2024;;;;;;328.41;31/05/2024;328.41;31/05/2024;31/05/2024;409655973.98;31/05/2024;;;124.739.100.000.000;31/05/2024;4,00E+04;KXFD7;GBP;7482743938.04;328.41;31/05/2024;3.348.336;31/05/2024;;;;;;;;
LU0632979331;315136407.16;30/05/2024;1878203.96;30/05/2024;;;;;1359.87;30/05/2024;;;;138.100.000.000;30/05/2024;;;;;;1359.87;30/05/2024;1359.87;30/05/2024;30/05/2024;1878203.96;30/05/2024;;;138.100.000.000;30/05/2024;4,00E+07;LXBNMC;EUR;315136407.16;1359.87;30/05/2024;1359.87;30/05/2024;;;;;;;;
LU0632979174;1282332199.30;30/05/2024;2558420.42;30/05/2024;;;;;383.83;30/05/2024;;;;666.547.000.000;30/05/2024;;;;;;383.83;30/05/2024;383.83;30/05/2024;30/05/2024;2558420.42;30/05/2024;;;666.547.000.000;30/05/2024;4,00E+08;FLFPX;EUR;1282332199.30;383.83;30/05/2024;383.83;30/05/2024;;;;;;;;
LU0631905352;229372822.32;30/05/2024;2887391.75;30/05/2024;;;;;1384.51;30/05/2024;;;;208.500.000.000;30/05/2024;;;;;;1384.51;30/05/2024;1384.51;30/05/2024;30/05/2024;2887391.75;30/05/2024;;;208.500.000.000;30/05/2024;04EG;04FEG;EUR;229372822.32;1384.51;30/05/2024;1384.51;30/05/2024;;;;;;;;
LU0631904975;229372822.32;30/05/2024;7360246.56;30/05/2024;;;;;1041.19;30/05/2024;;;;706.900.000.000;30/05/2024;;;;;;1041.19;30/05/2024;1041.19;30/05/2024;30/05/2024;7360246.56;30/05/2024;;;706.900.000.000;30/05/2024;04EH;04FEG;USD;229372822.32;1041.19;30/05/2024;1041.19;30/05/2024;;;;;;;;
LU0630479532;229372822.32;30/05/2024;1741208.54;30/05/2024;;;;;99.68;30/05/2024;;;;1.746.800.000.000;30/05/2024;;;;;;99.68;30/05/2024;99.68;30/05/2024;30/05/2024;1741208.54;30/05/2024;;;1.746.800.000.000;30/05/2024;04EI;04FEG;USD;229372822.32;99.68;30/05/2024;99.68;30/05/2024;;;;;;;;
LU0630479458;131967888.03;30/05/2024;17749851.29;30/05/2024;;;;;48.723;30/05/2024;;;;36.429.900.000.000;30/05/2024;;;;;;48.723;30/05/2024;48.723;30/05/2024;30/05/2024;17749851.29;30/05/2024;;;36.429.900.000.000;30/05/2024;04EJ;04FEJ;USD;131967888.03;48.723;30/05/2024;48.723;30/05/2024;;;;;;;;
LU0630479375;340448685.00;30/05/2024;22317683160.78;30/05/2024;;;;;10.412.042;30/05/2024;;;;2.143.448.900.000.000;30/05/2024;;;;;;10.412.042;30/05/2024;10.412.042;30/05/2024;30/05/2024;22317683160.78;30/05/2024;;;2.143.448.900.000.000;30/05/2024;04JR;01F0G;JPY;340448685.00;10.412.042;30/05/2024;10.412.042;30/05/2024;;;;;;;;
LU0630479292;608269401.47;30/05/2024;121410027.16;30/05/2024;;;;;287.029;30/05/2024;;;;422.989.020.400.000;30/05/2024;;;;;;287.029;30/05/2024;287.029;30/05/2024;30/05/2024;121410027.16;30/05/2024;;;422.989.020.400.000;30/05/2024;04JT;04FDD;USD;608269401.47;287.029;30/05/2024;287.029;30/05/2024;;;;;;;;
LU0630479029;2162319556.32;30/05/2024;2760671.04;30/05/2024;;;;;121.553;30/05/2024;;;;22.711.617.800.000;30/05/2024;;;;;;121.553;30/05/2024;121.553;30/05/2024;30/05/2024;2760671.04;30/05/2024;;;22.711.617.800.000;30/05/2024;04JU;EIFX0;CHF;2162319556.32;121.553;30/05/2024;121.553;30/05/2024;;;;;;;;
LU0630478724;120837935.86;30/04/2024;;;;;;;11.72;31/05/2024;;;;;;;;;;;11.72;31/05/2024;11.72;31/05/2024;30/04/2024;;;;;;;04JV;04FJV;EUR;120837935.86;11.72;31/05/2024;11.72;31/05/2024;;;;;;;;
LU0630478484;96886200.16;30/05/2024;7497606.01;30/05/2024;;;;;140.23;30/05/2024;;;;5.346.600.000.000;30/05/2024;;;;;;140.23;30/05/2024;140.23;30/05/2024;30/05/2024;7497606.01;30/05/2024;;;5.346.600.000.000;30/05/2024;04K4;R1F07;EUR;96886200.16;140.23;30/05/2024;140.23;30/05/2024;;;;;;;;
LU0630478302;96886200.16;30/05/2024;115409.84;30/05/2024;;;;;126.82;30/05/2024;;;;91.000.000.000;30/05/2024;;;;;;126.82;30/05/2024;126.82;30/05/2024;30/05/2024;115409.84;30/05/2024;;;91.000.000.000;30/05/2024;04K5;R1F07;EUR;96886200.16;126.82;30/05/2024;1.398.265;30/05/2024;;;;;;;;
LU0629873083;467738342.70;31/05/2024;;;;;;;203.29;31/05/2024;;;;3.928.556.100.000.000;08/04/2024;;;;;;203.29;31/05/2024;203.29;31/05/2024;31/05/2024;;;;;3.928.556.100.000.000;08/04/2024;04KF;GMHI;GBP;467738342.70;203.29;31/05/2024;2.737.112;31/05/2024;;;;;;;;
LU0629873083;718392120.03;29/05/2024;718117833.68;30/05/2024;;;;;112.258;29/05/2024;;;;6.395.491.575.300.000;30/05/2024;;;;;;112.258;29/05/2024;112.258;29/05/2024;29/05/2024;718117833.68;30/05/2024;;;6.395.491.575.300.000;30/05/2024;04L1;04FL1;EUR;718392120.03;112.258;29/05/2024;112.258;29/05/2024;;;;;;;;
LU0629872945;79776943.74;28/05/2024;27945605.64;30/05/2024;;;;;137.854;30/05/2024;;;;;;;;;;;137.854;30/05/2024;137.854;30/05/2024;28/05/2024;27945605.64;30/05/2024;;;;;04L4;I6FO7;EUR;79776943.74;137.854;30/05/2024;137.854;30/05/2024;;;;;;;;
LU0629872945;135471400.00;30/05/2024;14586993.28;30/05/2024;;;;;71.395;30/05/2024;;;;;;;;;;;71.395;30/05/2024;71.395;30/05/2024;30/05/2024;14586993.28;30/05/2024;;;;;04LA;04FLA;CHF;135471400.00;71.395;30/05/2024;71.395;30/05/2024;;;;;;;;
LU0629872861;135471400.00;30/05/2024;42248.61;30/05/2024;;;;;63.771;30/05/2024;;;;;;;;;;;63.771;30/05/2024;63.771;30/05/2024;30/05/2024;42248.61;30/05/2024;;;;;04LB;04FLA;CHF;135471400.00;63.771;30/05/2024;63.771;30/05/2024;;;;;;;;
LU0629872861;135471400.00;30/05/2024;7378383.46;30/05/2024;;;;;75.998;30/05/2024;;;;;;;;;;;75.998;30/05/2024;75.998;30/05/2024;30/05/2024;7378383.46;30/05/2024;;;;;04LC;04FLA;EUR;135471400.00;75.998;30/05/2024;75.998;30/05/2024;;;;;;;;
LU0629460832;135471400.00;30/05/2024;2268028.93;30/05/2024;;;;;68.098;30/05/2024;;;;;;;;;;;68.098;30/05/2024;68.098;30/05/2024;30/05/2024;2268028.93;30/05/2024;;;;;04LD;04FLA;EUR;135471400.00;68.098;30/05/2024;68.098;30/05/2024;;;;;;;;
LU0629460675;135471400.00;30/05/2024;34159321.70;30/05/2024;;;;;9.56;30/05/2024;;;;;;;;;;;9.56;30/05/2024;9.56;30/05/2024;30/05/2024;34159321.70;30/05/2024;;;;;04LE;04FLA;USD;135471400.00;9.56;30/05/2024;9.56;30/05/2024;;;;;;;;
LU0629460089;135471400.00;30/05/2024;12609313.51;30/05/2024;;;;;85.492;30/05/2024;;;;;;;;;;;85.492;30/05/2024;85.492;30/05/2024;30/05/2024;12609313.51;30/05/2024;;;;;04LF;04FLA;USD;135471400.00;85.492;30/05/2024;85.492;30/05/2024;;;;;;;;
LU0629459743;44841900.41;31/05/2024;;;;;;;210.98;31/05/2024;;;;2.193.000.000.000;31/05/2024;;;;;;210.98;31/05/2024;210.98;31/05/2024;31/05/2024;;;;;2.193.000.000.000;31/05/2024;04M1;NEFL1;EUR;44841900.41;210.98;31/05/2024;220.887;31/05/2024;;;;;;;;
LU0629158030;141507171.09;31/05/2024;;;;;;;257.25;30/11/2023;;;;1.000.000.000;30/11/2023;;;;;;257.25;30/11/2023;257.25;30/11/2023;31/05/2024;;;;;1.000.000.000;30/11/2023;04M4;C4FS5;EUR;141507171.09;257.25;30/11/2023;257.25;30/11/2023;;;;;;;;
LU0628638974;102402884.01;31/05/2024;;;;;;;143.14;31/05/2024;;;;370.000.000.000;31/05/2024;;;;;;143.14;31/05/2024;143.14;31/05/2024;31/05/2024;;;;;370.000.000.000;31/05/2024;04MB;03FYK;EUR;102402884.01;143.14;31/05/2024;1.491.931;31/05/2024;;;;;;;;
LU0628638388;3779476630.23;30/05/2024;513284049.92;30/05/2024;;;;;221.51;30/05/2024;;;;331.087.688.000.000;05/04/2024;;;;;;221.51;30/05/2024;221.51;30/05/2024;30/05/2024;513284049.92;30/05/2024;;;331.087.688.000.000;05/04/2024;04N0;UHF80;EUR;3779476630.23;221.51;30/05/2024;221.51;30/05/2024;;;;;;;;
LU0628638032;77802642.11;31/05/2024;;;;;;;193.73;31/05/2024;;;;39.953.100.000.000;31/05/2024;;;;;;193.73;31/05/2024;193.73;31/05/2024;31/05/2024;;;;;39.953.100.000.000;31/05/2024;04NS;04FNS;EUR;77802642.11;193.73;31/05/2024;2.126.055;31/05/2024;;;;;;;;
LU0626621824;77802642.11;31/05/2024;;;;;;;167.73;31/05/2024;;;;2.217.500.000.000;08/04/2024;;;;;;167.73;31/05/2024;167.73;31/05/2024;31/05/2024;;;;;2.217.500.000.000;08/04/2024;04NT;04FNS;EUR;77802642.11;167.73;31/05/2024;1.776.904;31/05/2024;;;;;;;;
LU0625738058;2878336489.21;30/05/2024;46983317.00;30/05/2024;;;;;106.16;30/05/2024;;;;44.256.000.000.000;30/05/2024;;;;;;106.16;30/05/2024;106.16;30/05/2024;30/05/2024;46983317.00;30/05/2024;;;44.256.000.000.000;30/05/2024;04OE;04FOE;USD;2878336489.21;106.16;30/05/2024;1.614.979;30/05/2024;;;;;;;;
LU0625737910;2878336489.21;30/05/2024;112121334.33;30/05/2024;;;;;1064.88;30/05/2024;;;;10.529.000.000.000;30/05/2024;;;;;;1064.88;30/05/2024;1064.88;30/05/2024;30/05/2024;112121334.33;30/05/2024;;;10.529.000.000.000;30/05/2024;04OF;04FOE;USD;2878336489.21;1064.88;30/05/2024;18.122.756;30/05/2024;;;;;;;;
LU0625737597;2878336489.21;30/05/2024;1435331.26;30/05/2024;;;;;81.64;30/05/2024;;;;1.758.100.000.000;30/05/2024;;;;;;81.64;30/05/2024;81.64;30/05/2024;30/05/2024;1435331.26;30/05/2024;;;1.758.100.000.000;30/05/2024;04OG;04FOE;CHF;2878336489.21;81.64;30/05/2024;1.248.892;30/05/2024;;;;;;;;
LU0625737167;2878336489.21;30/05/2024;53132946.79;30/05/2024;;;;;820.43;30/05/2024;;;;6.476.100.000.000;30/05/2024;;;;;;820.43;30/05/2024;820.43;30/05/2024;30/05/2024;53132946.79;30/05/2024;;;6.476.100.000.000;30/05/2024;04OH;04FOE;CHF;2878336489.21;820.43;30/05/2024;13.968.515;30/05/2024;;;;;;;;
LU0625736946;669180857.17;30/05/2024;159650293.83;30/05/2024;;;;;1014.46;30/05/2024;;;;15.697.900.000.000;30/05/2024;;;;;;1014.46;30/05/2024;1014.46;30/05/2024;30/05/2024;159650293.83;30/05/2024;;;15.697.900.000.000;30/05/2024;04OI;04FOI;CHF;669180857.17;1014.46;30/05/2024;1014.46;30/05/2024;;;;;;;;
LU0625736789;669180857.17;30/05/2024;442199369.95;30/05/2024;;;;;832.43;30/05/2024;;;;52.988.600.000.000;30/05/2024;;;;;;832.43;30/05/2024;832.43;30/05/2024;30/05/2024;442199369.95;30/05/2024;;;52.988.600.000.000;30/05/2024;04OJ;04FOI;CHF;669180857.17;832.43;30/05/2024;832.43;30/05/2024;;;;;;;;
LU0625451603;1276432491.28;31/05/2024;131984668.11;31/05/2024;;;;;93.879;31/05/2024;;;;1.405.898.513.300.000;31/05/2024;;;;;;93.879;31/05/2024;93.879;31/05/2024;31/05/2024;131984668.11;31/05/2024;;;1.405.898.513.300.000;31/05/2024;04OP;THHKCG;HKD;1276432491.28;93.879;31/05/2024;93.879;31/05/2024;;;;;;;;16.631
LU0625451512;249891542.81;30/05/2024;;;;;;;32192.69;03/03/2016;;;;;;;;;;;32192.69;03/03/2016;32192.69;03/03/2016;30/05/2024;;;;;;;04OQ;I0F90;PLN;249891542.81;32192.69;03/03/2016;32192.69;03/03/2016;;;;;;;;
LU0624261797;249891542.81;30/05/2024;39892157.29;23/02/2024;;;;;143.706.532;23/02/2024;;;;277.594.600.000;23/02/2024;;;;;;143.706.532;23/02/2024;143.706.532;23/02/2024;30/05/2024;39892157.29;23/02/2024;;;277.594.600.000;23/02/2024;04OR;I0F90;EUR;249891542.81;143.706.532;23/02/2024;143.706.532;23/02/2024;;;;;;;;
LU0623725164;181240768.22;30/05/2024;7342090.52;30/05/2024;;;;;3197.97;30/05/2024;;;;211.775.600.000;30/05/2024;;;;;;3197.97;30/05/2024;3197.97;30/05/2024;30/05/2024;7342090.52;30/05/2024;;;211.775.600.000;30/05/2024;04OU;KJFB6;EUR;181240768.22;3197.97;30/05/2024;3197.97;30/05/2024;;;;;;;;
LU0622426806;181240768.22;30/05/2024;8349372.78;23/02/2024;;;;;31.290.724;23/02/2024;;;;266.832.200.000;23/02/2024;;;;;;31.290.724;23/02/2024;31.290.724;23/02/2024;30/05/2024;8349372.78;23/02/2024;;;266.832.200.000;23/02/2024;04OV;KJFB6;USD;181240768.22;31.290.724;23/02/2024;31.290.724;23/02/2024;;;;;;;;
LU0619623795;749410701.42;30/05/2024;4992815.36;30/05/2024;;;;;55.82;30/05/2024;;;;8.944.633.700.000;30/05/2024;;;;;;55.82;30/05/2024;55.82;30/05/2024;30/05/2024;4992815.36;30/05/2024;;;8.944.633.700.000;30/05/2024;04PU;04FPU;USD;749410701.42;55.82;30/05/2024;1.029.818;30/05/2024;;;;;;;;
LU0619623282;20749076.80;30/05/2024;12444197.12;30/05/2024;;;;;291.249;30/05/2024;;;;4.272.700.000.000;30/05/2024;;;;;;291.249;30/05/2024;291.249;30/05/2024;30/05/2024;12444197.12;30/05/2024;;;4.272.700.000.000;30/05/2024;04RR;04FRQ;USD;20749076.80;291.249;30/05/2024;291.249;30/05/2024;;;;;;;;
LU0616946090;56696143.28;30/05/2024;;;20960;31/05/2024;21010;31/05/2024;20982.5;31/05/2024;;;;;;;20960;31/05/2024;21010;31/05/2024;20982.5;31/05/2024;20982.5;31/05/2024;30/05/2024;;;;;;;04RS;04FRS;GBP;56696143.28;20982.5;31/05/2024;;;;;;;;;;
LU0616945878;56696143.28;30/05/2024;19084576.49;30/05/2024;;;;;244.972;30/05/2024;;;;19.771.700.000.000;05/04/2024;;;;;;244.972;30/05/2024;244.972;30/05/2024;30/05/2024;19084576.49;30/05/2024;;;19.771.700.000.000;05/04/2024;04RT;04FRS;EUR;56696143.28;244.972;30/05/2024;244.972;30/05/2024;;;;;;;;
LU0616945522;120549320.48;30/05/2024;;;10628;31/05/2024;10668;31/05/2024;10648;31/05/2024;;;;;;;10628;31/05/2024;10668;31/05/2024;10648;31/05/2024;10648;31/05/2024;30/05/2024;;;;;;;04RW;04FRW;GBP;120549320.48;10648;31/05/2024;;;;;;;;;;
LU0616945100;120549320.48;30/05/2024;120549320.48;30/05/2024;;;;;124.805;30/05/2024;;;;226.762.100.000.000;05/04/2024;;;;;;124.805;30/05/2024;124.805;30/05/2024;30/05/2024;120549320.48;30/05/2024;;;226.762.100.000.000;05/04/2024;04RX;04FRW;EUR;120549320.48;124.805;30/05/2024;124.805;30/05/2024;;;;;;;;
LU0616502885;403738683.49;30/04/2024;81630552.82;31/05/2024;12.995.162;31/05/2024;13.179.966;31/05/2024;;;;;;;;;12.995.162;31/05/2024;13.179.966;31/05/2024;12.995.162;31/05/2024;12.995.162;31/05/2024;30/04/2024;81630552.82;31/05/2024;;;;;04RY;MYUKSC;GBP;403738683.49;;;12.995.162;31/05/2024;;;;;;;;
LU0616241807;16816071546.00;22/05/2024;51094087.45;30/05/2024;;;;;900.299;30/05/2024;;;;56.752.326.000.000;30/05/2024;;;;;;900.299;30/05/2024;900.299;30/05/2024;22/05/2024;51094087.45;30/05/2024;;;56.752.326.000.000;30/05/2024;04S2;03FZM;HKD;16816071546.00;900.299;30/05/2024;170.726;30/05/2024;;;;;;;;
LU0616241807;16816071546.00;22/05/2024;29000762.68;30/05/2024;;;;;1.756.121;30/05/2024;;;;16.514.102.000.000;30/05/2024;;;;;;1.756.121;30/05/2024;1.756.121;30/05/2024;22/05/2024;29000762.68;30/05/2024;;;16.514.102.000.000;30/05/2024;04S3;03FZM;HKD;16816071546.00;1.756.121;30/05/2024;1.756.121;30/05/2024;;;;;;;;
LU0616241559;590348752.89;31/05/2024;;;136.81;13/11/2019;136.81;13/11/2019;;;;;;111.126.600.000.000;13/11/2019;;136.81;13/11/2019;136.81;13/11/2019;136.81;13/11/2019;136.81;13/11/2019;31/05/2024;;;;;111.126.600.000.000;13/11/2019;04S8;KGFC2;USD;590348752.89;;;136.81;13/11/2019;;;;;;;;
LU0616241559;590348752.89;31/05/2024;89624.51;31/05/2024;;;;;;;148.84;31/05/2024;;60.215.400.000;31/05/2024;;;;;;148.84;31/05/2024;148.84;31/05/2024;31/05/2024;89624.51;31/05/2024;;;60.215.400.000;31/05/2024;04S9;KGFC2;USD;590348752.89;148.84;31/05/2024;148.84;31/05/2024;;;;;;;;
